account_id,customer_id,product_id,branch_id,open_date,status
175,3145,5,9,2024-10-21,ACTIVE
176,4694,3,19,2021-02-24,ACTIVE
177,799,1,12,2021-07-26,ACTIVE
178,2438,3,5,2023-11-07,ACTIVE
179,2012,4,20,2023-08-17,CLOSED
180,426,1,10,2022-07-21,ACTIVE
181,3045,4,7,2022-06-10,ACTIVE
182,3289,5,11,2025-05-25,ACTIVE
183,2915,5,8,2020-03-14,ACTIVE
184,1240,3,7,2022-08-30,ACTIVE
185,3392,3,16,2023-03-14,ACTIVE
186,4214,5,16,2022-11-18,ACTIVE
187,3998,2,14,2024-09-06,DORMANT
188,3007,5,15,2019-09-27,ACTIVE
189,3040,1,20,2023-01-30,ACTIVE
190,599,4,9,2024-04-29,ACTIVE
191,2088,5,16,2024-10-22,DORMANT
192,1185,5,16,2023-08-08,ACTIVE
193,2751,4,5,2020-11-04,ACTIVE
194,2585,4,3,2025-04-12,ACTIVE
195,4760,1,13,2020-02-14,ACTIVE
196,3514,4,8,2022-12-12,DORMANT
197,4746,3,17,2025-03-08,ACTIVE
198,4055,5,5,2021-03-02,ACTIVE
199,4384,4,6,2022-05-31,ACTIVE
200,3937,1,2,2019-12-26,ACTIVE
201,1700,4,14,2020-08-04,ACTIVE
202,4508,5,4,2021-11-09,ACTIVE
203,2576,2,3,2020-02-27,ACTIVE
204,136,4,9,2019-05-01,DORMANT
205,2026,3,18,2025-01-29,ACTIVE
206,3536,5,12,2019-02-03,ACTIVE
207,4855,1,9,2019-03-12,DORMANT
208,2891,5,18,2020-06-28,ACTIVE
209,2758,2,13,2021-08-25,ACTIVE
210,3774,1,14,2020-06-18,ACTIVE
211,381,2,10,2019-01-14,ACTIVE
212,1529,2,3,2022-08-22,ACTIVE
213,4902,3,7,2019-09-28,DORMANT
214,4572,4,18,2023-12-02,ACTIVE
215,3629,3,16,2023-02-26,ACTIVE
216,849,3,17,2023-05-03,CLOSED
217,4993,3,6,2020-04-07,ACTIVE
218,4128,1,12,2020-06-06,ACTIVE
219,1928,4,19,2021-05-04,DORMANT
220,2166,4,3,2024-08-07,ACTIVE
221,4287,1,3,2020-03-18,ACTIVE
222,2122,3,18,2025-04-17,ACTIVE
223,4719,3,11,2025-01-16,ACTIVE
224,2919,2,6,2024-09-14,ACTIVE
225,4682,2,19,2022-05-06,ACTIVE
226,473,5,5,2022-05-12,DORMANT
227,1788,2,13,2024-09-22,ACTIVE
228,114,4,5,2025-06-20,ACTIVE
229,1337,1,3,2020-02-12,ACTIVE
230,339,3,19,2021-06-13,ACTIVE
231,2286,5,17,2025-03-03,ACTIVE
232,1197,2,3,2022-06-18,ACTIVE
233,79,5,15,2024-09-19,ACTIVE
234,4560,1,17,2024-07-03,DORMANT
235,2653,1,13,2022-10-18,ACTIVE
236,4658,5,14,2021-06-16,ACTIVE
237,4381,5,16,2019-04-05,ACTIVE
238,4319,5,11,2020-06-23,ACTIVE
239,2641,3,17,2024-10-07,CLOSED
240,1257,4,5,2020-05-23,ACTIVE
241,828,2,15,2021-11-11,ACTIVE
242,2719,2,18,2021-01-07,ACTIVE
243,4924,2,16,2022-05-12,ACTIVE
244,2811,5,14,2020-04-15,ACTIVE
245,3386,5,14,2019-10-11,ACTIVE
246,1966,5,13,2020-01-07,ACTIVE
247,2428,3,1,2023-03-02,ACTIVE
248,2842,3,6,2024-12-16,ACTIVE
249,614,3,11,2022-11-04,ACTIVE
250,563,3,11,2020-05-21,ACTIVE
251,4827,1,16,2022-01-23,ACTIVE
252,4353,3,3,2020-07-31,ACTIVE
253,185,3,17,2022-04-15,CLOSED
254,2193,3,14,2021-10-04,ACTIVE
255,4066,2,2,2020-10-29,ACTIVE
256,246,2,9,2022-12-17,ACTIVE
257,4087,2,8,2024-03-22,ACTIVE
258,2235,4,11,2025-06-25,DORMANT
259,866,1,7,2024-10-06,CLOSED
260,2088,5,2,2019-09-30,ACTIVE
261,601,3,4,2022-05-06,CLOSED
262,3034,2,14,2019-02-10,ACTIVE
263,2057,1,13,2021-01-07,ACTIVE
264,2132,3,13,2023-12-02,ACTIVE
265,533,4,13,2022-06-22,CLOSED
266,2043,5,5,2020-12-09,ACTIVE
267,358,3,12,2025-04-02,ACTIVE
268,378,5,6,2019-05-06,ACTIVE
269,2220,3,14,2021-02-16,ACTIVE
270,4489,4,8,2021-04-15,DORMANT
271,4798,1,8,2024-12-27,ACTIVE
272,3308,5,7,2021-05-28,ACTIVE
273,2597,5,17,2020-01-29,ACTIVE
274,784,1,11,2021-04-07,ACTIVE
275,2380,5,10,2024-12-14,ACTIVE
276,3604,2,13,2024-04-27,ACTIVE
277,983,1,10,2021-04-16,ACTIVE
278,3943,4,14,2020-06-08,ACTIVE
279,2591,3,9,2022-06-05,ACTIVE
280,1043,3,7,2019-05-26,ACTIVE
281,2539,1,7,2021-01-04,ACTIVE
282,862,2,18,2024-04-07,ACTIVE
283,1877,4,16,2019-06-18,ACTIVE
284,1836,3,8,2023-04-11,ACTIVE
285,4209,3,16,2022-02-22,ACTIVE
286,3527,2,19,2019-10-27,ACTIVE
287,1686,5,15,2021-07-26,ACTIVE
288,3402,1,15,2020-06-05,ACTIVE
289,1623,2,6,2024-11-22,ACTIVE
290,4958,2,9,2020-09-09,ACTIVE
291,2658,2,15,2021-08-26,DORMANT
292,1933,2,7,2023-09-14,ACTIVE
293,508,5,8,2024-04-19,DORMANT
294,4562,4,18,2020-05-20,ACTIVE
295,3479,2,16,2019-10-29,ACTIVE
296,2657,2,15,2020-10-14,ACTIVE
297,1122,1,3,2019-03-05,ACTIVE
298,290,3,1,2025-03-29,DORMANT
299,2830,5,13,2023-06-11,ACTIVE
300,2210,2,12,2019-11-15,ACTIVE
301,4813,4,9,2023-08-09,CLOSED
302,1401,4,2,2021-04-08,ACTIVE
303,567,4,9,2019-04-02,ACTIVE
304,1474,1,8,2021-08-18,ACTIVE
305,1988,4,5,2019-03-05,ACTIVE
306,3788,1,13,2021-04-23,ACTIVE
307,3866,5,2,2019-08-07,ACTIVE
308,3261,4,10,2020-12-04,ACTIVE
309,3548,3,6,2020-09-10,ACTIVE
310,3252,2,7,2024-04-16,ACTIVE
311,1717,5,3,2019-09-04,ACTIVE
312,1013,3,14,2021-08-21,ACTIVE
313,1311,5,16,2023-02-05,ACTIVE
314,4571,4,6,2021-10-10,ACTIVE
315,618,5,8,2019-02-26,ACTIVE
316,4737,5,1,2021-12-04,ACTIVE
317,4258,5,20,2022-01-14,ACTIVE
318,1983,1,15,2024-07-21,ACTIVE
319,2229,3,17,2021-11-27,ACTIVE
320,4821,4,18,2025-02-07,ACTIVE
321,469,2,3,2025-01-20,ACTIVE
322,4117,4,6,2021-01-26,ACTIVE
323,4356,4,17,2024-02-02,ACTIVE
324,1140,1,13,2024-03-27,ACTIVE
325,1437,1,17,2019-05-06,ACTIVE
326,537,5,16,2019-09-24,ACTIVE
327,952,4,17,2023-06-11,ACTIVE
328,2814,3,1,2023-08-08,ACTIVE
329,3007,1,16,2023-03-12,ACTIVE
330,3995,1,6,2024-06-29,ACTIVE
331,1841,3,8,2020-09-01,ACTIVE
332,851,1,1,2020-04-13,ACTIVE
333,1972,3,2,2021-03-11,ACTIVE
334,1192,2,15,2019-05-13,ACTIVE
335,3921,3,5,2021-10-16,ACTIVE
336,4629,2,20,2019-11-14,ACTIVE
337,2063,5,15,2023-05-20,ACTIVE
338,3047,5,10,2020-12-11,ACTIVE
339,4400,1,5,2020-03-26,ACTIVE
340,3559,3,3,2024-02-25,ACTIVE
341,4512,1,6,2023-10-10,ACTIVE
342,305,3,15,2022-08-16,ACTIVE
343,4909,1,18,2019-05-22,DORMANT
344,2848,5,14,2023-02-06,ACTIVE
345,2436,5,10,2020-07-22,ACTIVE
346,2805,1,4,2025-06-09,ACTIVE
347,1985,3,11,2023-04-29,ACTIVE
348,3937,4,20,2024-03-03,ACTIVE
349,713,3,7,2019-01-30,DORMANT
350,2896,1,15,2022-06-20,ACTIVE
351,1682,3,9,2020-11-25,ACTIVE
352,1334,2,15,2019-06-07,DORMANT
353,3199,3,12,2025-01-02,DORMANT
354,175,5,18,2019-12-06,CLOSED
355,3206,5,6,2023-11-04,ACTIVE
356,1417,2,18,2019-04-02,ACTIVE
357,1988,3,18,2019-11-25,DORMANT
358,4854,4,6,2019-06-21,DORMANT
359,1773,3,15,2020-09-12,ACTIVE
360,4267,5,19,2025-05-08,ACTIVE
361,1075,5,5,2022-01-23,ACTIVE
362,4761,1,4,2021-09-15,ACTIVE
363,592,5,17,2019-03-18,ACTIVE
364,2979,1,10,2025-01-07,ACTIVE
365,3983,5,12,2019-05-22,ACTIVE
366,2411,5,5,2019-08-19,ACTIVE
367,848,4,7,2023-11-29,ACTIVE
368,494,1,12,2024-04-15,ACTIVE
369,546,1,2,2021-08-11,DORMANT
370,5000,5,20,2024-12-15,ACTIVE
371,2287,1,17,2023-10-26,ACTIVE
372,2698,5,13,2024-01-03,ACTIVE
373,3838,5,5,2023-04-03,ACTIVE
374,1541,3,5,2024-12-18,DORMANT
375,884,1,20,2023-01-24,ACTIVE
376,3957,2,12,2019-09-26,ACTIVE
377,3095,1,12,2021-08-19,ACTIVE
378,2366,1,7,2023-05-14,ACTIVE
379,3348,4,6,2023-06-16,DORMANT
380,3072,2,10,2024-05-21,ACTIVE
381,3676,2,19,2021-12-10,ACTIVE
382,4716,4,16,2023-08-30,ACTIVE
383,953,4,2,2021-10-25,CLOSED
384,3301,1,4,2020-10-09,ACTIVE
385,3736,3,9,2021-01-07,ACTIVE
386,3180,4,5,2022-04-22,ACTIVE
387,2964,2,1,2022-12-30,DORMANT
388,4028,2,11,2021-03-30,ACTIVE
389,3248,1,19,2021-06-21,ACTIVE
390,4416,3,3,2025-02-14,ACTIVE
391,3358,5,1,2023-02-12,ACTIVE
392,4972,4,4,2021-09-07,ACTIVE
393,4849,4,9,2020-01-18,ACTIVE
394,2705,1,16,2022-09-07,ACTIVE
395,1038,3,7,2023-01-06,ACTIVE
396,71,2,5,2020-05-04,ACTIVE
397,2875,2,13,2022-03-02,ACTIVE
398,106,5,11,2020-03-01,ACTIVE
399,770,2,14,2025-04-16,ACTIVE
400,2010,4,17,2024-06-05,ACTIVE
401,2941,5,12,2023-05-05,ACTIVE
402,2193,3,19,2022-12-16,ACTIVE
403,3496,5,5,2023-02-08,ACTIVE
404,4312,3,8,2022-11-08,ACTIVE
405,4356,2,2,2025-06-24,CLOSED
406,934,1,17,2021-10-16,ACTIVE
407,575,5,2,2025-03-22,ACTIVE
408,3931,5,3,2020-02-27,ACTIVE
409,4381,4,20,2022-04-29,ACTIVE
410,4088,4,18,2023-12-06,ACTIVE
411,2532,3,15,2023-11-15,ACTIVE
412,2420,1,5,2024-10-27,ACTIVE
413,70,4,17,2021-05-04,ACTIVE
414,4475,4,14,2019-12-31,ACTIVE
415,1303,2,1,2024-08-31,ACTIVE
416,3815,2,14,2020-07-01,ACTIVE
417,2350,4,9,2024-10-04,ACTIVE
418,255,3,5,2022-06-25,ACTIVE
419,1708,1,4,2021-07-13,ACTIVE
420,4788,4,1,2019-09-18,ACTIVE
421,834,3,3,2020-03-10,ACTIVE
422,2765,3,20,2020-06-18,ACTIVE
423,2472,4,11,2020-01-16,ACTIVE
424,3743,3,16,2024-11-20,DORMANT
425,2036,5,11,2019-01-29,ACTIVE
426,1968,3,10,2023-02-15,ACTIVE
427,100,4,12,2021-12-07,ACTIVE
428,1853,3,5,2022-10-22,ACTIVE
429,3184,4,10,2020-06-30,ACTIVE
430,2356,2,13,2019-11-23,ACTIVE
431,112,4,19,2025-05-02,ACTIVE
432,3159,3,7,2023-10-18,ACTIVE
433,183,4,16,2020-12-29,ACTIVE
434,3853,1,6,2019-08-07,ACTIVE
435,165,4,10,2019-05-06,ACTIVE
436,2138,4,10,2021-05-31,ACTIVE
437,2024,1,11,2022-11-03,ACTIVE
438,455,1,10,2019-11-15,ACTIVE
439,2286,1,14,2022-08-21,ACTIVE
440,4823,5,15,2022-05-08,ACTIVE
441,542,4,7,2019-03-26,ACTIVE
442,2666,1,13,2021-11-30,ACTIVE
443,2450,1,11,2023-04-24,CLOSED
444,4938,2,7,2022-10-18,ACTIVE
445,3934,5,11,2024-04-26,ACTIVE
446,2887,4,14,2019-12-28,ACTIVE
447,4615,3,17,2022-04-19,ACTIVE
448,4293,5,16,2022-06-08,ACTIVE
449,3905,5,1,2021-09-14,ACTIVE
450,1689,2,9,2024-01-23,ACTIVE
451,1638,4,9,2022-06-11,DORMANT
452,4729,4,10,2022-12-23,ACTIVE
453,4671,1,19,2021-04-10,ACTIVE
454,4083,1,15,2022-08-10,ACTIVE
455,1891,5,16,2022-10-03,ACTIVE
456,3206,2,11,2021-05-25,ACTIVE
457,478,4,17,2019-12-27,CLOSED
458,2367,2,19,2024-03-13,ACTIVE
459,2527,3,13,2019-12-24,ACTIVE
460,367,4,6,2022-11-07,ACTIVE
461,1837,1,15,2019-03-05,ACTIVE
462,1716,5,16,2022-11-20,ACTIVE
463,13,2,4,2025-02-06,ACTIVE
464,536,1,8,2025-02-14,ACTIVE
465,3240,5,7,2023-02-24,ACTIVE
466,2318,1,17,2020-08-02,ACTIVE
467,4043,4,16,2025-01-26,ACTIVE
468,376,2,2,2019-11-18,ACTIVE
469,1725,3,17,2022-04-10,ACTIVE
470,257,1,4,2025-05-20,ACTIVE
471,2265,2,14,2024-11-28,ACTIVE
472,450,4,8,2024-10-26,ACTIVE
473,894,1,5,2025-04-19,DORMANT
474,3213,4,5,2025-04-02,ACTIVE
475,1185,3,5,2024-11-10,ACTIVE
476,3224,3,5,2024-01-13,ACTIVE
477,1309,5,3,2019-08-10,ACTIVE
478,4706,5,6,2021-06-14,ACTIVE
479,917,5,1,2023-02-22,DORMANT
480,148,4,8,2023-12-23,ACTIVE
481,4752,5,13,2021-09-11,DORMANT
482,2115,2,20,2023-06-21,DORMANT
483,4017,4,6,2025-04-18,DORMANT
484,3941,4,18,2024-08-05,ACTIVE
485,4072,5,18,2024-12-29,ACTIVE
486,2796,5,16,2025-06-16,ACTIVE
487,443,4,8,2022-11-09,ACTIVE
488,2945,3,17,2020-08-04,ACTIVE
489,3937,3,8,2022-08-28,ACTIVE
490,399,5,15,2019-10-29,DORMANT
491,1152,3,10,2023-11-23,ACTIVE
492,3793,2,1,2025-04-13,ACTIVE
493,2996,2,9,2024-05-01,ACTIVE
494,2217,2,17,2022-10-04,ACTIVE
495,1708,4,20,2021-03-01,ACTIVE
496,3332,4,1,2021-06-30,ACTIVE
497,1988,4,9,2022-10-07,ACTIVE
498,4603,4,14,2025-01-10,DORMANT
499,2569,4,5,2023-03-14,ACTIVE
500,161,5,6,2024-05-06,ACTIVE
501,4436,3,5,2020-08-17,ACTIVE
502,3905,5,4,2023-05-10,DORMANT
503,3574,3,16,2019-03-03,DORMANT
504,3178,5,16,2022-03-11,ACTIVE
505,1826,2,10,2020-04-10,DORMANT
506,3925,1,14,2022-03-18,ACTIVE
507,1624,4,13,2025-06-16,DORMANT
508,1177,1,4,2021-03-26,ACTIVE
509,4919,1,14,2024-11-20,ACTIVE
510,3721,2,9,2024-09-06,DORMANT
511,4881,1,3,2020-05-22,ACTIVE
512,3221,1,10,2024-12-21,DORMANT
513,3260,2,15,2019-02-28,ACTIVE
514,131,3,19,2024-10-18,ACTIVE
515,3563,5,2,2024-05-12,ACTIVE
516,1500,1,2,2019-07-04,ACTIVE
517,2789,4,9,2023-02-06,CLOSED
518,4877,2,4,2023-08-08,ACTIVE
519,3709,1,5,2025-01-24,ACTIVE
520,1708,3,2,2020-07-31,ACTIVE
521,1770,3,7,2022-02-21,ACTIVE
522,1319,4,19,2022-05-21,ACTIVE
523,3380,1,6,2019-07-01,ACTIVE
524,2774,4,16,2019-03-12,ACTIVE
525,2991,3,14,2020-07-09,ACTIVE
526,3045,3,12,2021-05-01,DORMANT
527,376,5,6,2022-05-03,ACTIVE
528,3037,3,13,2022-08-08,ACTIVE
529,661,2,15,2021-12-16,CLOSED
530,1404,5,14,2024-03-27,ACTIVE
531,741,4,8,2022-08-16,ACTIVE
532,304,3,20,2025-06-23,ACTIVE
533,1086,2,11,2021-04-08,ACTIVE
534,4882,5,9,2024-11-11,ACTIVE
535,3180,2,12,2019-09-24,ACTIVE
536,1211,5,6,2022-10-31,ACTIVE
537,3035,5,19,2020-09-05,ACTIVE
538,229,5,3,2022-11-01,ACTIVE
539,3120,4,1,2020-07-31,ACTIVE
540,1855,5,15,2020-09-23,ACTIVE
541,268,5,15,2025-05-15,ACTIVE
542,2775,2,5,2022-12-27,ACTIVE
543,2850,5,11,2025-04-08,ACTIVE
544,4350,4,1,2024-07-27,ACTIVE
545,4966,2,10,2022-05-30,ACTIVE
546,2135,5,20,2021-09-11,ACTIVE
547,3460,2,11,2019-01-04,ACTIVE
548,2270,4,7,2025-06-25,ACTIVE
549,990,2,17,2022-09-06,ACTIVE
550,4493,4,12,2021-10-28,ACTIVE
551,938,3,4,2021-12-11,ACTIVE
552,440,5,12,2021-10-20,ACTIVE
553,2359,4,3,2022-03-11,DORMANT
554,2008,5,18,2021-02-17,ACTIVE
555,3346,4,12,2019-10-07,ACTIVE
556,4131,1,19,2022-01-16,ACTIVE
557,4817,1,13,2022-03-29,ACTIVE
558,3744,1,16,2021-09-11,ACTIVE
559,519,4,8,2024-09-06,ACTIVE
560,269,5,6,2021-03-20,ACTIVE
561,4734,1,10,2019-09-29,ACTIVE
562,4186,5,10,2022-01-28,ACTIVE
563,1389,4,6,2022-05-12,ACTIVE
564,1695,5,8,2019-07-09,ACTIVE
565,3274,5,18,2020-06-29,ACTIVE
566,1390,1,17,2025-05-30,ACTIVE
567,3866,2,10,2024-06-26,ACTIVE
568,3030,3,2,2021-04-27,ACTIVE
569,2336,4,12,2022-09-29,ACTIVE
570,3675,4,20,2021-02-09,CLOSED
571,4577,4,10,2021-02-07,ACTIVE
572,501,3,9,2024-10-01,ACTIVE
573,1662,2,16,2021-12-06,ACTIVE
574,2100,5,7,2021-10-07,ACTIVE
575,103,4,9,2020-12-03,ACTIVE
576,2747,5,6,2020-04-09,ACTIVE
577,3277,1,10,2021-07-05,ACTIVE
578,3086,1,7,2022-12-23,ACTIVE
579,3538,1,18,2024-07-23,ACTIVE
580,1328,4,11,2019-07-13,ACTIVE
581,2475,3,1,2019-03-07,ACTIVE
582,1680,4,19,2023-09-22,ACTIVE
583,3747,1,5,2020-08-23,ACTIVE
584,2563,1,6,2023-02-08,ACTIVE
585,4164,4,7,2023-09-08,ACTIVE
586,3318,3,4,2024-03-19,ACTIVE
587,2437,3,16,2020-04-20,ACTIVE
588,308,5,10,2021-06-05,ACTIVE
589,3997,2,15,2019-03-23,DORMANT
590,1090,1,13,2024-05-14,ACTIVE
591,4556,3,8,2019-02-13,ACTIVE
592,2395,1,13,2023-02-10,ACTIVE
593,4005,2,7,2020-09-01,ACTIVE
594,667,1,17,2024-03-03,ACTIVE
595,4164,3,4,2022-09-14,ACTIVE
596,2235,5,7,2022-12-08,ACTIVE
597,1237,4,16,2023-11-23,ACTIVE
598,1624,4,2,2020-12-20,ACTIVE
599,1375,3,14,2020-11-21,ACTIVE
600,3312,3,14,2024-04-29,ACTIVE
601,177,2,8,2019-04-20,ACTIVE
602,1354,1,6,2019-08-07,ACTIVE
603,2929,2,7,2020-04-07,ACTIVE
604,626,4,7,2020-05-29,ACTIVE
605,2655,1,2,2020-09-28,CLOSED
606,3609,2,4,2022-05-01,ACTIVE
607,3716,4,13,2020-09-18,ACTIVE
608,4275,1,10,2019-03-11,ACTIVE
609,395,5,9,2023-02-26,DORMANT
610,1169,5,15,2024-11-14,DORMANT
611,4972,2,12,2024-01-25,ACTIVE
612,198,3,10,2019-08-12,ACTIVE
613,969,1,19,2024-02-09,ACTIVE
614,3909,2,5,2023-06-23,CLOSED
615,3156,3,7,2023-12-11,ACTIVE
